enterprisenumber,denomination,typeofenterprise,status,startdate,juridicalform,address_street,address_housenumber,address_box,address_zipcode,address_city,address_country,activities
0427450492,DHERTE-NAMUR,Rechtspersoon,Actief,1985-06-06,Naamloze vennootschap,Rue de l'Abbaye,20-22,,5000,Namur,België,"41203:Algemene bouw van andere niet-residentiële gebouwen; 42110:Bouw van autowegen en andere wegen; 43110:Slopen; 43320:Schrijnwerk; 43910:Dakwerkzaamheden; 43999:Overige gespecialiseerde bouwwerkzaamheden; 46731:Groothandel in bouwmaterialen, algemeen assortiment"
0427460390,DECONINCK,Rechtspersoon,Actief,1985-06-27,Naamloze vennootschap,Legen Heirweg,43,,9890,Gavere,België,"25300:Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 81220:Overige reiniging van gebouwen; industriële reiniging"
0427507506,Hobe België,Rechtspersoon,Actief,1984-11-08,Naamloze vennootschap,Industrielaan,16,,3900,Pelt,België,43310:Stukadoorswerk
0427561053,RUCON VENTILATOREN,Rechtspersoon,Actief,1985-08-02,Naamloze vennootschap,Industrieweg,7,,2630,Aartselaar,België,"46693:Groothandel in elektrisch materiaal, inclusief installatiemateriaal; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0427572139,AFERVA,Rechtspersoon,Actief,1985-08-11,Naamloze vennootschap,Rue de l'Informatique,2,,4460,Grâce-Hollogne,België,"43320:Schrijnwerk; 43299:Overige bouwinstallatie, n.e.g.; 43320:Schrijnwerk; 43910:Dakwerkzaamheden"
0427628755,VANDERMEULEN VERWARMING EN SANITAIR,Rechtspersoon,Actief,1985-08-26,Naamloze vennootschap,Edward Vlietinckstraat,17,,8400,Oostende,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk"
0427649739,INDUSTRIELE EN BOUWKUNDIGE TOEPASSINGEN,Rechtspersoon,Actief,1985-08-28,Naamloze vennootschap,Brusselsesteenweg,217,,9230,Wetteren,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 43910:Dakwerkzaamheden; 43999:Overige gespecialiseerde bouwwerkzaamheden
0427653501,GASON,Rechtspersoon,Actief,1985-07-17,Naamloze vennootschap,Avenue du Marouset,2,,7090,Braine-le-Comte,België,"46699:Groothandel in andere machines en werktuigen, n.e.g.; 43299:Overige bouwinstallatie, n.e.g.; 28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 28930:Vervaardiging van machines voor de productie van voedings- en genotmiddelen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 43211:Elektrotechnische installatiewerken aan gebouwen"
0427692103,ELECTROTECHNIQUE ET MECANIQUE DE TERTRE,Rechtspersoon,Actief,1985-08-28,Naamloze vennootschap,Route de Wallonie (G.),4,,7011,Mons,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43299:Overige bouwinstallatie, n.e.g."
0427698239,CARO BUILDING,Rechtspersoon,Actief,1985-08-07,Naamloze vennootschap,Flamingostraat,12,,8400,Oostende,België,41101:Ontwikkeling van residentiële bouwprojecten; 68100:Handel in eigen onroerend goed
0427702692,MONUMENT RENOVATION TECHNICS,Rechtspersoon,Actief,1985-08-29,Naamloze vennootschap,Souverainestraat,38,,9800,Deinze,België,"43995:Restaureren van bouwwerken; 43299:Overige bouwinstallatie, n.e.g."
0427759013,ATELIER-DB,Rechtspersoon,Actief,1985-09-20,Naamloze vennootschap,Nijverheidslaan,64,,8540,Deerlijk,België,43320:Schrijnwerk; 43320:Schrijnwerk; 74104:Activiteiten van interieurdecorateurs
0427768515,ROELANDT INTERIEURBOUW,Rechtspersoon,Actief,1985-09-30,Naamloze vennootschap,Industrielaan,13,,9620,Zottegem,België,43320:Schrijnwerk; 43320:Schrijnwerk
0427804048,Etablissements GIANNONI et Fils,Rechtspersoon,Actief,1985-09-27,Naamloze vennootschap,R de la résilience territoriale,21,,5060,Sambreville,België,43291:Isolatiewerkzaamheden; 43291:Isolatiewerkzaamheden
0427903424,A.V.L. SERVICE,Rechtspersoon,Actief,1985-11-04,Naamloze vennootschap,Slachthuislaan,80,,2060,Antwerpen,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 47722:Detailhandel in lederwaren en reisartikelen in gespecialiseerde winkels"
0427912926,SOCIETE DE GESTION DE LA CITE ADMINISTRATIVE DE L'ETAT A BRUXELLES,Rechtspersoon,Actief,1985-10-09,Naamloze vennootschap,Pachecolaan,11,,1000,Brussel,België,"43299:Overige bouwinstallatie, n.e.g.; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0427948855,KLOOSTERHOF,Rechtspersoon,Actief,1985-10-09,Naamloze vennootschap,Fazantendreef,12,,8490,Jabbeke,België,"43999:Overige gespecialiseerde bouwwerkzaamheden; 66300:Vermogensbeheer; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 70220:Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering; 85592:Beroepsopleiding"
0427972314,DE PELSMACKER,Rechtspersoon,Actief,1985-11-06,Naamloze vennootschap,Hoogstraat,203,A,9472,Denderleeuw,België,46431:Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur; 43221:Loodgieterswerk
0427983202,VMA SUD,Rechtspersoon,Actief,1985-01-31,Naamloze vennootschap,Rue d'Edimbourg,19,,6040,Charleroi,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0427995573,Luc Van De Wiel,Rechtspersoon,Actief,1985-02-01,Naamloze vennootschap,Antwerpsesteenweg,219,,2950,Kapellen,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41101:Ontwikkeling van residentiële bouwprojecten; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0428010124,OMER DELOOF,Rechtspersoon,Actief,1985-10-28,Naamloze vennootschap,Groendreef,40,,9880,Aalter,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0428022297,EVELYN MOREELS,Rechtspersoon,Actief,1985-11-08,Naamloze vennootschap,François Laurentplein,6,,9000,Gent,België,"43341:Schilderen van gebouwen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0428033680,IMMOMAR,Rechtspersoon,Actief,1985-11-08,Naamloze vennootschap,Tjammelsstraat (W.),49,,9790,Wortegem-Petegem,België,41101:Ontwikkeling van residentiële bouwprojecten
0428072579,Gracien MAENHOUT,Rechtspersoon,Actief,1985-12-05,Naamloze vennootschap,Kwadamstraat,43,,9910,Aalter,België,43343:Glaszetten; 43343:Glaszetten
0428076440,IMMODAN,Rechtspersoon,Actief,1985-11-08,Naamloze vennootschap,Waregemseweg (W.),146,,9790,Wortegem-Petegem,België,41101:Ontwikkeling van residentiële bouwprojecten
0428083863,Dakwerken Brepoels,Rechtspersoon,Actief,1985-11-19,Naamloze vennootschap,Groenstraat,73,,3730,Hoeselt,België,43910:Dakwerkzaamheden; 43910:Dakwerkzaamheden; 43320:Schrijnwerk
0428086239,BODARWE,Rechtspersoon,Actief,1985-11-29,Naamloze vennootschap,Avenue de Norvège,16,,4960,Malmedy,België,"42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 42130:Bouw van bruggen en tunnels; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 43999:Overige gespecialiseerde bouwwerkzaamheden; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven"
0428101382,BAGETRA,Rechtspersoon,Actief,1985-12-07,Naamloze vennootschap,Rue des Fours-à-Chaux,101,,7080,Frameries,België,41201:Algemene bouw van residentiële gebouwen
0428107124,FIVEZ,Rechtspersoon,Actief,1985-12-18,Naamloze vennootschap,Astridlaan(Sch),179,,9500,Geraardsbergen,België,31010:Vervaardiging van kantoor- en winkelmeubelen; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen
0428144439,Bouwwerken Taelman,Rechtspersoon,Actief,1985-12-13,Naamloze vennootschap,Vijvestraat,39,,8720,Dentergem,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0428147112,EURO-PROTEC,Rechtspersoon,Actief,1985-12-05,Naamloze vennootschap,Rue de l'Europe(PER),40A,,7600,Péruwelz,België,43211:Elektrotechnische installatiewerken aan gebouwen; 80200:Diensten in verband met beveiligingssystemen; 71209:Overige technische testen en toetsen
0428164829,JAN BELLEFROID,Rechtspersoon,Actief,1985-12-23,Naamloze vennootschap,Rozenbergstraat,9,,3050,Oud-Heverlee,België,43341:Schilderen van gebouwen; 43341:Schilderen van gebouwen; 43331:Plaatsen van vloer- en wandtegels; 43333:Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen
0428178091,VILLA,Rechtspersoon,Actief,1985-12-16,Naamloze vennootschap,Krekebekestraat,3,,8610,Kortemark,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41101:Ontwikkeling van residentiële bouwprojecten; 64200:Holdings; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis; 70220:Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering; 82990:Overige zakelijke dienstverlening, n.e.g."
0428191850,Colinet et fils,Rechtspersoon,Actief,1986-01-02,Naamloze vennootschap,Rue Castiau(PER),9,,7600,Péruwelz,België,"43341:Schilderen van gebouwen; 43333:Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen; 41101:Ontwikkeling van residentiële bouwprojecten; 43999:Overige gespecialiseerde bouwwerkzaamheden; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 68100:Handel in eigen onroerend goed"
0428229264,BELGIUM CORPORATION,Rechtspersoon,Actief,1985-11-28,Naamloze vennootschap,Winterkoninkjestraat,28,,1170,Watermaal-Bosvoorde,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41101:Ontwikkeling van residentiële bouwprojecten; 43310:Stukadoorswerk; 43320:Schrijnwerk; 43331:Plaatsen van vloer- en wandtegels; 45113:Detailhandel in auto's en lichte bestelwagens (= 3,5 ton); 71112:Interieurarchitecten"
0428249555,DE JONGE LUC,Rechtspersoon,Actief,1986-01-09,Naamloze vennootschap,Ten Beukeboom(App),27,,9400,Ninove,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen
0428267074,WEGENBOUW DE CONINCK,Rechtspersoon,Actief,1986-01-10,Naamloze vennootschap,Vosmeer (STG),14,,9200,Dendermonde,België,42110:Bouw van autowegen en andere wegen; 46739:Groothandel in overige bouwmaterialen; 68100:Handel in eigen onroerend goed; 70220:Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering
0428280437,VERBO,Rechtspersoon,Actief,1985-12-20,Naamloze vennootschap,Drabstraat,250B,,2640,Mortsel,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels"
0428306468,PIECK ENTREPRISE,Rechtspersoon,Actief,1985-12-31,Naamloze vennootschap,Rue de l'Ile-Monsin,78,,4020,Liège,België,"43110:Slopen; 43120:Bouwrijp maken van terreinen; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0428322207,CDM STRAVITEC,Rechtspersoon,Actief,1986-01-29,Naamloze vennootschap,Reutenbeek,9,,3090,Overijse,België,"16292:Vervaardiging van artikelen van kurk, riet of vlechtwerk; 43291:Isolatiewerkzaamheden"
0428344872,ENTREPRISES GENERALES D'ELECTRICITE LUC LION,Rechtspersoon,Actief,1986-01-01,Naamloze vennootschap,Chaussée de Charleroi,81,,5190,Jemeppe-sur-Sambre,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 26300:Vervaardiging van communicatieapparatuur; 27110:Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren; 33140:Reparatie van elektrische apparatuur
0428360710,GS CONSTRUCTION,Rechtspersoon,Actief,1986-01-03,Naamloze vennootschap,"Rue de Botrange,Sourbrodt",79,,4950,Waimes,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 32990:Overige industrie, n.e.g.; 42110:Bouw van autowegen en andere wegen; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels; 68100:Handel in eigen onroerend goed"
0428369024,CROP CONSTRUCTIE MEULEBEKE,Rechtspersoon,Actief,1986-02-06,Naamloze vennootschap,Oude Pittemstraat,48,,8760,Meulebeke,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0428371992,P.A. SERVICE,Rechtspersoon,Actief,1986-01-15,Naamloze vennootschap,Rue des Phlox(NN),9,,5100,Namur,België,43211:Elektrotechnische installatiewerken aan gebouwen; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels; 77292:Verhuur en lease van televisietoestellen en andere audio- en videoapparatuur
0428372388,RENOVATIE EN ONDERHOUDSWERKEN,Rechtspersoon,Actief,1986-02-07,Naamloze vennootschap,Acaciastraat,18B,,2440,Geel,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 43999:Overige gespecialiseerde bouwwerkzaamheden
0428416039,XLG ISOTOIT,Rechtspersoon,Actief,1986-02-13,Naamloze vennootschap,Rue de l'Industrie,26,,4420,Saint-Nicolas,België,43910:Dakwerkzaamheden; 43291:Isolatiewerkzaamheden
0428429501,EURO GENERAL SERVICES,Rechtspersoon,Actief,1986-02-10,Naamloze vennootschap,Frans van Kalkenlaan,9,8,1070,Anderlecht,België,41201:Algemene bouw van residentiële gebouwen; 81290:Andere reinigingsactiviteiten
0428469289,FLANDERS AIR TECHNIC,Rechtspersoon,Actief,1986-01-29,Naamloze vennootschap,Stokstraat(KRU),26,,9770,Kruisem,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters"
0428484335,BETONS & CLOTURES & CONSTRUCTIONS PARMENTIER - FLORIAN,Rechtspersoon,Actief,1986-02-21,Naamloze vennootschap,Rue Vandervelde(FLM),193,bis,6141,Fontaine-l'Evêque,België,"41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 43910:Dakwerkzaamheden; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0428496411,THIENPONT LOGISTICS & EQUIPMENT,Rechtspersoon,Actief,1986-02-05,Naamloze vennootschap,Biezeweg,13,B,9230,Wetteren,België,"42110:Bouw van autowegen en andere wegen; 77120:Verhuur en lease van vrachtwagens en overige motorvoertuigen (> 3,5 ton)"
0428502745,CLOISONS 2000,Rechtspersoon,Actief,1986-01-30,Naamloze vennootschap,Chaussée Maieur Habils,49,,1430,Rebecq,België,43320:Schrijnwerk; 43320:Schrijnwerk; 43310:Stukadoorswerk
0428539664,CONSTRUCTIE BUNTINX,Rechtspersoon,Actief,1986-02-27,Naamloze vennootschap,Kolmenstraat,135,,3512,Hasselt,België,"25120:Vervaardiging van metalen deuren en vensters; 43999:Overige gespecialiseerde bouwwerkzaamheden; 46620:Groothandel in gereedschapswerktuigen; 46741:Groothandel in ijzerwaren; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0428545505,SOTRACAR,Rechtspersoon,Actief,1986-03-01,Naamloze vennootschap,Sur les Thiers,13 B,,4890,Thimister-Clermont,België,43331:Plaatsen van vloer- en wandtegels; 43331:Plaatsen van vloer- en wandtegels
0428552136,ENTREPRISE OTE ET CIE,Rechtspersoon,Actief,1986-01-01,Naamloze vennootschap,Rue de Trez,7,,4682,Oupeye,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 41201:Algemene bouw van residentiële gebouwen
0428572823,ALGEMENE BOUWONDERNEMING VAN HOUTVEN,Rechtspersoon,Actief,1986-02-28,Naamloze vennootschap,Kapellestraat,2,3,9800,Deinze,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0428577177,KBS-Systems,Rechtspersoon,Actief,1986-02-26,Naamloze vennootschap,Neerlandweg,26,,2610,Antwerpen,België,"43299:Overige bouwinstallatie, n.e.g.; 43211:Elektrotechnische installatiewerken aan gebouwen"
0428583414,INGENIERIE ET CONSTRUCTION MASSET,Rechtspersoon,Actief,1986-01-25,Naamloze vennootschap,Rue de Saint-Donat,18,,5640,Mettet,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 43120:Bouwrijp maken van terreinen; 43291:Isolatiewerkzaamheden
0428596181,DOMEIN VAN PERK,Rechtspersoon,Actief,1986-02-27,Naamloze vennootschap,Kasteelhoekstraat,1,,1820,Steenokkerzeel,België,68322:Beheer van niet-residentieel onroerend goed voor een vast bedrag of op contractbasis; 41101:Ontwikkeling van residentiële bouwprojecten; 81300:Landschapsverzorging
0428612118,SOLIDBETON,Rechtspersoon,Actief,1986-03-07,Naamloze vennootschap,Rue de l'Expansion,25 A,,4400,Flémalle,België,43996:Chapewerken; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43332:Plaatsen van vloerbedekking en wandbekleding van hout
0428619442,NEAN,Rechtspersoon,Actief,1986-03-07,Naamloze vennootschap,Genkersteenweg,195,1.01,3500,Hasselt,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen"
0428629439,IMMOBILIEN VAN BALLAER,Rechtspersoon,Actief,1986-03-04,Naamloze vennootschap,Mechelsesteenweg,271,2.1,2018,Antwerpen,België,41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten
0428661806,ALGEMENE ONDERNEMINGEN ROBERT WYCKAERT,Rechtspersoon,Actief,1986-03-13,Naamloze vennootschap,Ottergemsesteenweg,415,,9000,Gent,België,41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen
0428670912,USIMEX - EXPLOITATIE,Rechtspersoon,Actief,1986-03-21,Naamloze vennootschap,August De Smedtstraat,55,,1702,Dilbeek,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0428678335,STUVEX INTERNATIONAL,Rechtspersoon,Actief,1986-03-27,Naamloze vennootschap,Heiveldekens,8,,2550,Kontich,België,"71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters; 43299:Overige bouwinstallatie, n.e.g."
0428764546,JVS,Rechtspersoon,Actief,1986-04-04,Naamloze vennootschap,Rodenonnenstraat,11,202,8000,Brugge,België,41101:Ontwikkeling van residentiële bouwprojecten; 47620:Detailhandel in kranten en kantoorbehoeften in gespecialiseerde  winkels; 64200:Holdings; 68100:Handel in eigen onroerend goed; 70210:Adviesbureaus op het gebied van public relations en communicatie
0428785629,Goethals - Boute en Co,Rechtspersoon,Actief,1986-04-10,Naamloze vennootschap,Blakstraat,20,,9900,Eeklo,België,43310:Stukadoorswerk
0428788993,GAMAS,Rechtspersoon,Actief,1986-04-10,Naamloze vennootschap,Kragendijk,38,,8300,Knokke-Heist,België,41203:Algemene bouw van andere niet-residentiële gebouwen
0428801861,ADIS,Rechtspersoon,Actief,1986-04-09,Naamloze vennootschap,Orbanlaan,209,13,1150,Sint-Pieters-Woluwe,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen
0428822746,STAMO,Rechtspersoon,Actief,1986-04-24,Naamloze vennootschap,Weebroekweg,10,,3071,Kortenberg,België,"43299:Overige bouwinstallatie, n.e.g.; 46431:Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur; 43211:Elektrotechnische installatiewerken aan gebouwen; 46499:Groothandel in andere consumentenartikelen, n.e.g."
0428827397,Entreprises Générales du Bâtiment ORBAN - Algemene Bouwondernemingen ORBAN,Rechtspersoon,Actief,1986-04-24,Naamloze vennootschap,A.J. Slegerslaan,71,4,1200,Sint-Lambrechts-Woluwe,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0428837097,TOGOFILL,Rechtspersoon,Actief,1986-04-17,Naamloze vennootschap,Waregemseweg (W.),146A,,9790,Wortegem-Petegem,België,41201:Algemene bouw van residentiële gebouwen; 43910:Dakwerkzaamheden
0428843433,A.A.B.S.,Rechtspersoon,Actief,1986-04-09,Naamloze vennootschap,Schoonzichtstraat,33,,9051,Gent,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0428917667,E T C - ETUDES ET TECHNIQUES SPECIALES DE CONSTRUCTION,Rechtspersoon,Actief,1986-04-26,Naamloze vennootschap,Route Charlemagne,25,,5660,Couvin,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 47593:Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen in gespecialiseerde winkels; 43211:Elektrotechnische installatiewerken aan gebouwen; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43999:Overige gespecialiseerde bouwwerkzaamheden; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0428918360,BAEYENS GLASS & INOX,Rechtspersoon,Actief,1986-04-18,Naamloze vennootschap,Chaussée d'Alsemberg,147,,1420,Braine-l'Alleud,België,43343:Glaszetten; 23120:Vormen en bewerken van vlakglas; 43343:Glaszetten
0429023971,Airco Radeco,Rechtspersoon,Actief,1986-05-27,Naamloze vennootschap,Manebruggestraat,296,,2150,Borsbeek,België,"28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0429058219,LES PLOMBIERS,Rechtspersoon,Actief,1986-01-01,Naamloze vennootschap,Rue de l'Egalité,223,,4630,Soumagne,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 46742:Groothandel in installatiemateriaal voor loodgieterswerk en verwarming; 47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels"
0429110083,SALEMBIER,Rechtspersoon,Actief,1986-06-25,Naamloze vennootschap,Stasegemsesteenweg(Kor),1L,,8500,Kortrijk,België,43910:Dakwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen
0429241133,FIRE SAFETY AUDIT AND CONSULTING,Rechtspersoon,Actief,1986-08-23,Naamloze vennootschap,Rue Grand'Rue,30,,1341,Ottignies-Louvain-la-Neuve,België,"43299:Overige bouwinstallatie, n.e.g.; 28210:Vervaardiging van ovens en branders"
0429248358,ELECTRO DEBREE,Rechtspersoon,Actief,1986-07-28,Naamloze vennootschap,Brugsesteenweg,107A,,8420,De Haan,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 95210:Reparatie van consumentenelektronica
0429275478,FACRO SA,Rechtspersoon,Actief,1986-07-04,Naamloze vennootschap,Trou du Loup,12,,4910,Theux,België,41101:Ontwikkeling van residentiële bouwprojecten; 41201:Algemene bouw van residentiële gebouwen
0429276567,BRABANTSE AANNEMINGSWERKEN,Rechtspersoon,Actief,1986-07-07,Naamloze vennootschap,Industrielaan,38,,1740,Ternat,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0429366144,RENEWI BELGIUM,Rechtspersoon,Actief,1986-08-14,Naamloze vennootschap,Gerard Mercatorstraat,8,,3920,Lommel,België,"39000:Sanering en ander afvalbeheer; 43999:Overige gespecialiseerde bouwwerkzaamheden; 47990:Overige detailhandel, niet in winkels en exclusief markt- en straathandel; 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven; 71209:Overige technische testen en toetsen; 77299:Verhuur en lease van andere consumentenartikelen, n.e.g.; 81220:Overige reiniging van gebouwen; industriële reiniging"
0429370302,GYRO,Rechtspersoon,Actief,1986-08-25,Naamloze vennootschap,Gorsem-Dorp,64,,3803,Sint-Truiden,België,"43120:Bouwrijp maken van terreinen; 43120:Bouwrijp maken van terreinen; 08112:Winning van kalksteen, gips, krijt en leisteen; 38329:Terugwinning van overig gesorteerd afval; 42110:Bouw van autowegen en andere wegen; 43110:Slopen"
0429410981,AMADEUS,Rechtspersoon,Actief,1986-08-07,Naamloze vennootschap,Boerenkrijgstraat,133,,2800,Mechelen,België,"41101:Ontwikkeling van residentiële bouwprojecten; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 31091:Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 41201:Algemene bouw van residentiële gebouwen; 41202:Algemene bouw van kantoorgebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 47410:Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels"
0429524017,EASY-CAR-RENT,Rechtspersoon,Actief,1986-10-02,Naamloze vennootschap,Westlaan,466,,8800,Roeselare,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen"
0429561431,CLOPY,Rechtspersoon,Actief,1986-10-04,Naamloze vennootschap,Woumenweg,57,,8600,Diksmuide,België,41101:Ontwikkeling van residentiële bouwprojecten
0429594885,QUALIVIE,Rechtspersoon,Actief,1986-10-20,Naamloze vennootschap,Chaussée de Mons,307,,7060,Soignies,België,43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43120:Bouwrijp maken van terreinen
0429608743,ETN. ROOSEN,Rechtspersoon,Actief,1986-10-14,Naamloze vennootschap,Tiensesteenweg,193,,3800,Sint-Truiden,België,46772:Groothandel in ijzer- en staalschroot en in oude non-ferrometalen; 43110:Slopen; 46772:Groothandel in ijzer- en staalschroot en in oude non-ferrometalen
0429619631,DEA PLUS,Rechtspersoon,Actief,1986-10-13,Naamloze vennootschap,Vlinderstraat,22,,3550,Heusden-Zolder,België,43320:Schrijnwerk; 46431:Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur; 47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels
0429667933,ALGEMENE ONDERNEMINGEN E. DE VUYST,Rechtspersoon,Actief,1986-10-27,Naamloze vennootschap,Oude Heirbaan,9 A,,9620,Zottegem,België,42120:Bouw van boven- en ondergrondse spoorwegen; 42110:Bouw van autowegen en andere wegen
