enterprisenumber,year,juridicalsituation
0420004654,2020,Normale toestand
0420004654,2021,Normale toestand
0420004654,2022,Normale toestand
0420004654,2023,Normale toestand
0420027321,2018,Normale toestand
0420027321,2019,Normale toestand
0420027321,2020,Normale toestand
0420027321,2021,Normale toestand
0420027321,2022,Normale toestand
0420027321,2023,Normale toestand
0420031081,2018,Normale toestand
0420031081,2019,Normale toestand
0420031081,2020,Normale toestand
0420031081,2021,Normale toestand
0420031081,2022,Normale toestand
0420031081,2023,Normale toestand
0420057609,2018,Normale toestand
0420057609,2019,Normale toestand
0420057609,2020,Normale toestand
0420057609,2021,Normale toestand
0420057609,2022,Normale toestand
0420057609,2023,Normale toestand
0420104921,2018,Normale toestand
0420104921,2019,Normale toestand
0420104921,2020,Normale toestand
0420104921,2021,Normale toestand
0420104921,2022,Normale toestand
0420104921,2023,Normale toestand
0420108681,2018,Normale toestand
0420108681,2019,Normale toestand
0420108681,2020,Normale toestand
0420108681,2021,Normale toestand
0420108681,2022,Normale toestand
0420108681,2023,Normale toestand
0420178561,2018,Normale toestand
0420178561,2019,Normale toestand
0420178561,2020,Normale toestand
0420178561,2021,Normale toestand
0420178561,2022,Normale toestand
0420178561,2023,Normale toestand
0420185192,2018,Normale toestand
0420185192,2019,Normale toestand
0420185192,2020,Normale toestand
0420185192,2021,Normale toestand
0420185192,2022,Normale toestand
0420185192,2023,Normale toestand
0420191528,2018,Normale toestand
0420191528,2019,Normale toestand
0420191528,2020,Normale toestand
0420191528,2021,Normale toestand
0420191528,2022,Normale toestand
0420191528,2023,Normale toestand
0420249629,2018,Normale toestand
0420249629,2019,Normale toestand
0420249629,2020,Normale toestand
0420249629,2021,Normale toestand
0420249629,2022,Normale toestand
0420249629,2023,Normale toestand
0420252597,2018,Normale toestand
0420252597,2019,Normale toestand
0420252597,2020,Normale toestand
0420252597,2021,Normale toestand
0420252597,2022,Normale toestand
0420252597,2023,Normale toestand
0420259230,2018,Normale toestand
0420259230,2019,Normale toestand
0420259230,2020,Normale toestand
0420259230,2021,Normale toestand
0420259230,2022,Normale toestand
0420259230,2023,Normale toestand
0420259725,2018,Normale toestand
0420259725,2019,Normale toestand
0420259725,2020,Normale toestand
0420259725,2021,Normale toestand
0420259725,2022,Normale toestand
0420259725,2023,Normale toestand
0420300604,2018,Normale toestand
0420300604,2019,Normale toestand
0420300604,2020,Normale toestand
0420300604,2021,Normale toestand
0420300604,2022,Normale toestand
0420300604,2023,Normale toestand
0420333068,2018,Normale toestand
0420333068,2019,Normale toestand
0420333068,2020,Normale toestand
0420333068,2021,Normale toestand
0420333068,2022,Normale toestand
0420333068,2023,Normale toestand
0420343659,2018,Normale toestand
0420343659,2019,Normale toestand
0420343659,2020,Normale toestand
0420343659,2021,Normale toestand
0420343659,2022,Normale toestand
0420343659,2023,Normale toestand
0420348015,2018,Opening faillissement
0420348015,2019,Opening faillissement
0420348015,2020,Opening faillissement
0420348015,2021,Opening faillissement
0420348015,2022,Opening faillissement
0420348015,2023,Opening faillissement
0420415816,2018,Normale toestand
0420415816,2019,Normale toestand
0420415816,2020,Normale toestand
0420415816,2021,Normale toestand
0420415816,2022,Normale toestand
0420415816,2023,Normale toestand
0420418883,2018,Normale toestand
0420418883,2019,Normale toestand
0420418883,2020,Normale toestand
0420418883,2021,Normale toestand
0420418883,2022,Normale toestand
0420418883,2023,Normale toestand
0420424526,2018,Normale toestand
0420424526,2019,Normale toestand
0420424526,2020,Normale toestand
0420424526,2021,Normale toestand
0420424526,2022,Normale toestand
0420424526,2023,Normale toestand
0420483221,2018,Normale toestand
0420483221,2019,Normale toestand
0420483221,2020,Normale toestand
0420483221,2021,Normale toestand
0420483221,2022,Normale toestand
0420483221,2023,Normale toestand
0420488169,2018,Normale toestand
0420488169,2019,Normale toestand
0420488169,2020,Normale toestand
0420488169,2021,Normale toestand
0420488169,2022,Normale toestand
0420488169,2023,Normale toestand
0420519249,2018,Normale toestand
0420519249,2019,Normale toestand
0420519249,2020,Normale toestand
0420519249,2021,Normale toestand
0420519249,2022,Normale toestand
0420519249,2023,Normale toestand
0420578340,2018,Normale toestand
0420578340,2019,Normale toestand
0420578340,2020,Normale toestand
0420578340,2021,Normale toestand
0420578340,2022,Normale toestand
0420578340,2023,Normale toestand
0420588337,2018,Normale toestand
0420588337,2019,Normale toestand
0420588337,2020,Normale toestand
0420588337,2021,Normale toestand
0420588337,2022,Normale toestand
0420588337,2023,Normale toestand
0420644260,2018,Normale toestand
0420644260,2019,Normale toestand
0420644260,2020,Normale toestand
0420644260,2021,Normale toestand
0420644260,2022,Normale toestand
0420644260,2023,Normale toestand
0420692661,2018,Normale toestand
0420692661,2019,Normale toestand
0420692661,2020,Normale toestand
0420692661,2021,Normale toestand
0420692661,2022,Normale toestand
0420692661,2023,Normale toestand
0420759670,2018,Normale toestand
0420759670,2019,Normale toestand
0420759670,2020,Normale toestand
0420759670,2021,Normale toestand
0420759670,2022,Normale toestand
0420759670,2023,Normale toestand
0420765214,2018,Normale toestand
0420765214,2019,Normale toestand
0420765214,2020,Normale toestand
0420765214,2021,Normale toestand
0420765214,2022,Normale toestand
0420765214,2023,Normale toestand
0420769073,2018,Normale toestand
0420769073,2019,Normale toestand
0420769073,2020,Normale toestand
0420769073,2021,Normale toestand
0420769073,2022,Normale toestand
0420769073,2023,Normale toestand
0420773726,2018,Normale toestand
0420773726,2019,Normale toestand
0420773726,2020,Normale toestand
0420773726,2021,Normale toestand
0420773726,2022,Normale toestand
0420773726,2023,Normale toestand
0420820345,2018,Normale toestand
0420820345,2019,Normale toestand
0420820345,2020,Normale toestand
0420820345,2021,Normale toestand
0420820345,2022,Normale toestand
0420820345,2023,Normale toestand
0420827075,2018,Normale toestand
0420827075,2019,Normale toestand
0420827075,2020,Normale toestand
0420827075,2021,Normale toestand
0420827075,2022,Normale toestand
0420827075,2023,Normale toestand
0420832520,2018,Normale toestand
0420832520,2019,Normale toestand
0420832520,2020,Normale toestand
0420832520,2021,Normale toestand
0420832520,2022,Normale toestand
0420832520,2023,Normale toestand
0420836775,2018,Normale toestand
0420836775,2019,Normale toestand
0420836775,2020,Normale toestand
0420836775,2021,Normale toestand
0420836775,2022,Normale toestand
0420836775,2023,Normale toestand
0420838458,2018,Normale toestand
0420838458,2019,Normale toestand
0420838458,2020,Normale toestand
0420838458,2021,Normale toestand
0420838458,2022,Normale toestand
0420838458,2023,Normale toestand
0420993460,2018,Opening faillissement
0420993460,2019,Opening faillissement
0420993460,2020,Opening faillissement
0420993460,2021,Opening faillissement
0420993460,2022,Opening faillissement
0420993460,2023,Opening faillissement
0421042653,2018,Normale toestand
0421042653,2019,Normale toestand
0421042653,2020,Normale toestand
0421042653,2021,Normale toestand
0421042653,2022,Normale toestand
0421042653,2023,Normale toestand
0421046118,2018,Normale toestand
0421046118,2019,Normale toestand
0421046118,2020,Normale toestand
0421046118,2021,Normale toestand
0421046118,2022,Normale toestand
0421046118,2023,Normale toestand
0421056412,2018,Normale toestand
0421056412,2019,Normale toestand
0421056412,2020,Normale toestand
0421056412,2021,Normale toestand
0421056412,2022,Normale toestand
0421056412,2023,Normale toestand
0421077790,2018,Normale toestand
0421077790,2019,Normale toestand
0421077790,2020,Normale toestand
0421077790,2021,Normale toestand
0421077790,2022,Normale toestand
0421077790,2023,Normale toestand
0421099566,2018,Normale toestand
0421099566,2019,Normale toestand
0421099566,2020,Normale toestand
0421099566,2021,Normale toestand
0421099566,2022,Normale toestand
0421099566,2023,Normale toestand
0421117481,2018,Normale toestand
0421117481,2019,Normale toestand
0421117481,2020,Normale toestand
0421117481,2021,Normale toestand
0421117481,2022,Normale toestand
0421117481,2023,Normale toestand
0421134705,2018,Normale toestand
0421134705,2019,Normale toestand
0421134705,2020,Normale toestand
0421134705,2021,Normale toestand
0421134705,2022,Normale toestand
0421134705,2023,Normale toestand
0421154697,2018,Normale toestand
0421154697,2019,Normale toestand
0421154697,2020,Normale toestand
0421154697,2021,Normale toestand
0421154697,2022,Normale toestand
0421154697,2023,Normale toestand
0421167367,2018,Normale toestand
0421167367,2019,Normale toestand
0421167367,2020,Normale toestand
0421167367,2021,Normale toestand
0421167367,2022,Normale toestand
0421167367,2023,Normale toestand
0421188846,2018,Normale toestand
0421188846,2019,Normale toestand
0421188846,2020,Normale toestand
0421188846,2021,Normale toestand
0421188846,2022,Normale toestand
0421188846,2023,Normale toestand
0421189440,2018,Normale toestand
0421189440,2019,Normale toestand
0421189440,2020,Normale toestand
0421189440,2021,Normale toestand
0421189440,2022,Normale toestand
0421189440,2023,Normale toestand
0421205375,2018,Normale toestand
0421205375,2019,Normale toestand
0421205375,2020,Normale toestand
0421205375,2021,Normale toestand
0421205375,2022,Normale toestand
0421205375,2023,Normale toestand
0421261003,2018,Normale toestand
0421261003,2019,Normale toestand
0421261003,2020,Normale toestand
0421261003,2021,Normale toestand
0421261003,2022,Normale toestand
0421261003,2023,Normale toestand
0421301880,2018,Normale toestand
0421301880,2019,Normale toestand
0421301880,2020,Normale toestand
0421301880,2021,Normale toestand
0421301880,2022,Normale toestand
0421301880,2023,Normale toestand
0421312867,2018,Normale toestand
0421312867,2019,Normale toestand
0421312867,2020,Normale toestand
0421312867,2021,Normale toestand
0421312867,2022,Normale toestand
0421312867,2023,Normale toestand
0421313659,2018,Normale toestand
0421313659,2019,Normale toestand
0421313659,2020,Normale toestand
0421313659,2021,Normale toestand
0421313659,2022,Normale toestand
0421313659,2023,Normale toestand
0421324250,2018,Opening faillissement
0421324250,2019,Opening faillissement
0421324250,2020,Opening faillissement
0421324250,2021,Opening faillissement
0421324250,2022,Opening faillissement
0421324250,2023,Opening faillissement
0421401256,2018,Normale toestand
0421401256,2019,Normale toestand
0421401256,2020,Normale toestand
0421401256,2021,Normale toestand
0421401256,2022,Normale toestand
0421401256,2023,Normale toestand
0421413332,2018,Normale toestand
0421413332,2019,Normale toestand
0421413332,2020,Normale toestand
0421413332,2021,Normale toestand
0421413332,2022,Normale toestand
0421413332,2023,Normale toestand
0421421547,2018,Normale toestand
0421421547,2019,Normale toestand
0421421547,2020,Normale toestand
0421421547,2021,Normale toestand
0421421547,2022,Normale toestand
0421421547,2023,Normale toestand
0421452825,2018,Normale toestand
0421452825,2019,Normale toestand
0421452825,2020,Normale toestand
0421452825,2021,Normale toestand
0421452825,2022,Normale toestand
0421452825,2023,Normale toestand
0421455102,2018,Normale toestand
0421455102,2019,Normale toestand
0421455102,2020,Normale toestand
0421455102,2021,Normale toestand
0421455102,2022,Normale toestand
0421455102,2023,Normale toestand
0421496969,2018,Normale toestand
0421496969,2019,Normale toestand
0421496969,2020,Normale toestand
0421496969,2021,Normale toestand
0421496969,2022,Normale toestand
0421496969,2023,Normale toestand
0421515181,2018,Normale toestand
0421515181,2019,Normale toestand
0421515181,2020,Normale toestand
0421515181,2021,Normale toestand
0421515181,2022,Normale toestand
0421515181,2023,Normale toestand
0421519933,2018,Normale toestand
0421519933,2019,Normale toestand
0421519933,2020,Normale toestand
0421519933,2021,Normale toestand
0421519933,2022,Normale toestand
0421519933,2023,Normale toestand
0421523990,2018,Normale toestand
0421523990,2019,Normale toestand
0421523990,2020,Normale toestand
0421523990,2021,Normale toestand
0421523990,2022,Normale toestand
0421523990,2023,Normale toestand
0421550815,2018,Normale toestand
0421550815,2019,Normale toestand
0421550815,2020,Normale toestand
0421550815,2021,Normale toestand
0421550815,2022,Normale toestand
0421550815,2023,Normale toestand
0421559723,2018,Normale toestand
0421559723,2019,Normale toestand
0421559723,2020,Normale toestand
0421559723,2021,Normale toestand
0421559723,2022,Normale toestand
